"jd","star_name","band","validation_flag","magnitude"
2444939.6,"S AUR","Vis.","V",10.7
2444941.7,"S AUR","Vis.","V",10
2444942.6,"S AUR","Vis.","V",10.5
2444942.7,"S AUR","Vis.","V",9.8
2444945.6,"S AUR","Vis.","V",10.8
2444954.034,"S AUR","Vis.","V",9.4
2444956,"S AUR","Vis.","V",9.9
2444956.6,"S AUR","Vis.","V",9.7
2444956.6,"S AUR","Vis.","V",9.5
2444958.5,"S AUR","Vis.","V",10.5
2444959.4,"S AUR","Vis.","V",10.4
2444959.5,"S AUR","Vis.","V",9.8
2444959.6,"S AUR","Vis.","V",9.5
2444963.5,"S AUR","Vis.","V",10.9
2444963.8,"S AUR","Vis.","V",11
2444964.6,"S AUR","Vis.","V",9.7
2444965.6,"S AUR","Vis.","V",10.1
2444965.7,"S AUR","Vis.","V",10.2
2444968,"S AUR","Vis.","V",10.2
2444968.4,"S AUR","Vis.","V",11
2444968.8,"S AUR","Vis.","V",10.1
2444970,"S AUR","Vis.","V",9.6
2444970.9,"S AUR","Vis.","V",9.8
2444972.5,"S AUR","Vis.","V",10.6
2444972.6,"S AUR","Vis.","V",9.7
2444974.6,"S AUR","Vis.","V",10.3
2444975.7,"S AUR","Vis.","V",10.5
2444975.9,"S AUR","Vis.","V",9.3
2444976.6,"S AUR","Vis.","V",9.6
2444979.4,"S AUR","Vis.","V",10.4
2444983.5,"S AUR","Vis.","V",10.1
2444984.9,"S AUR","Vis.","V",10.2
2444985.6,"S AUR","Vis.","V",9.7
2444986.7,"S AUR","Vis.","V",10.5
2444987.5,"S AUR","Vis.","V",10.2
2444988.5,"S AUR","Vis.","V",10.3
2444988.7,"S AUR","Vis.","V",10.7
2444989.5,"S AUR","Vis.","V",10.8
2444989.6,"S AUR","Vis.","V",10.7
2444990.6,"S AUR","Vis.","V",10.2
2444993,"S AUR","Vis.","V",9.5
2444995.6,"S AUR","Vis.","V",10
2444995.6,"S AUR","Vis.","V",9.7
2444995.7,"S AUR","Vis.","V",10.6
2444996.6,"S AUR","Vis.","V",10.9
2444996.6,"S AUR","Vis.","V",10.2
2444996.6,"S AUR","Vis.","V",10.3
2444997.51,"S AUR","Vis.","V",10
2444997.6,"S AUR","Vis.","V",10.9
2444997.6,"S AUR","Vis.","V",10.7
2444998.665,"S AUR","Vis.","V",9.5
2444998.7,"S AUR","Vis.","V",10.5
2444998.7,"S AUR","Vis.","V",10.6
2444998.9,"S AUR","Vis.","V",10
2444999,"S AUR","Vis.","V",9.6
2445001.3,"S AUR","Vis.","V",10.8
2445001.5,"S AUR","Vis.","V",10.5
2445002.3,"S AUR","Vis.","V",10.4
2445002.5,"S AUR","Vis.","V",11
2445002.6,"S AUR","Vis.","V",10.4
2445003.1,"S AUR","Vis.","V",10.1
2445011.4,"S AUR","Vis.","V",10.6
2445012.9,"S AUR","Vis.","V",10.6
2445013.3,"S AUR","Vis.","V",10.2
2445014.6,"S AUR","Vis.","V",10.2
2445014.9,"S AUR","Vis.","V",10.5
2445015.3,"S AUR","Vis.","V",10.9
2445015.3,"S AUR","Vis.","V",10.7
2445015.7,"S AUR","Vis.","V",11.2
2445015.9,"S AUR","Vis.","V",10.6
2445017.6,"S AUR","Vis.","V",11
2445021.3,"S AUR","Vis.","V",10.5
2445021.6,"S AUR","Vis.","V",11.1
2445021.658,"S AUR","Vis.","V",10.7
2445022,"S AUR","Vis.","V",10.5
2445022.5,"S AUR","Vis.","V",10.5
2445022.7,"S AUR","Vis.","V",10.5
2445022.7,"S AUR","Vis.","V",10.7
2445022.8,"S AUR","Vis.","V",11
2445023.3,"S AUR","Vis.","V",11
2445023.39,"S AUR","Vis.","V",10.9
2445023.6,"S AUR","Vis.","V",11.3
2445023.6,"S AUR","Vis.","V",11
2445023.7,"S AUR","Vis.","V",10.9
2445025.6,"S AUR","Vis.","V",11.1
2445026,"S AUR","Vis.","V",10.6
2445026.3,"S AUR","Vis.","V",11
2445026.6,"S AUR","Vis.","V",10.9
2445026.6,"S AUR","Vis.","V",10.5
2445026.7,"S AUR","Vis.","V",10.7
2445027.4,"S AUR","Vis.","V",10.9
2445027.5,"S AUR","Vis.","V",10.8
2445027.6,"S AUR","Vis.","V",10.9
2445027.6,"S AUR","Vis.","V",11
2445027.7,"S AUR","Vis.","V",10.3
2445028.4,"S AUR","Vis.","V",10.8
2445028.5,"S AUR","Vis.","V",11.7
2445028.7,"S AUR","Vis.","V",10.4
2445028.7,"S AUR","Vis.","V",11.1
2445029.6,"S AUR","Vis.","V",10.6
2445029.7,"S AUR","Vis.","V",11.5
2445030.1,"S AUR","Vis.","V",10.9
2445030.4,"S AUR","Vis.","V",10.6
2445034.7,"S AUR","Vis.","V",10.8
2445035.3,"S AUR","Vis.","V",10.9
2445035.35,"S AUR","Vis.","V",11.3
2445035.4,"S AUR","Vis.","V",11
2445035.7,"S AUR","Vis.","V",10.6
2445035.8,"S AUR","Vis.","V",10.8
2445036,"S AUR","Vis.","V",10.9
2445036.4,"S AUR","Vis.","V",11.1
2445036.7,"S AUR","Vis.","V",10.8
2445038.3,"S AUR","Vis.","V",10.5
2445038.3,"S AUR","Vis.","V",10.7
2445038.4,"S AUR","Vis.","V",10.6
2445040,"S AUR","Vis.","V",11.1
2445040.4,"S AUR","Vis.","V",10.8
2445041.46,"S AUR","Vis.","V",10.9
2445041.6,"S AUR","Vis.","V",11.5
2445041.8,"S AUR","Vis.","V",11.2
2445042,"S AUR","Vis.","V",11.5
2445042.7,"S AUR","Vis.","Z",10.6
2445043.58,"S AUR","Vis.","V",11.8
2445043.7,"S AUR","Vis.","V",10.8
2445044.3,"S AUR","Vis.","V",11.2
2445044.6,"S AUR","Vis.","V",10.5
2445045.4,"S AUR","Vis.","V",10.9
2445045.4,"S AUR","Vis.","V",11
2445045.8,"S AUR","Vis.","V",10.9
2445046.3,"S AUR","Vis.","V",11.3
2445046.4,"S AUR","Vis.","V",10.9
2445046.5,"S AUR","Vis.","V",10.7
2445046.6,"S AUR","Vis.","V",11.8
2445047.6,"S AUR","Vis.","V",11
2445047.6,"S AUR","Vis.","V",11.4
2445049.7,"S AUR","Vis.","V",10.9
2445050,"S AUR","Vis.","V",10.6
2445050,"S AUR","Vis.","V",11.8
2445050.6,"S AUR","Vis.","V",11
2445051.6,"S AUR","Vis.","V",11.1
2445052.4,"S AUR","Vis.","V",10.6
2445052.6,"S AUR","Vis.","V",11
2445053.6,"S AUR","Vis.","V",11.4
2445054,"S AUR","Vis.","V",10.6
2445055.4,"S AUR","Vis.","V",10.9
2445055.4,"S AUR","Vis.","V",10.6
2445055.4,"S AUR","Vis.","V",10.8
2445057.6,"S AUR","Vis.","V",11.5
2445057.6,"S AUR","Vis.","V",11.1
2445057.7,"S AUR","Vis.","V",11
2445058.4,"S AUR","Vis.","V",11
2445059.35,"S AUR","Vis.","V",11.8
2445060.3,"S AUR","Vis.","V",11.3
2445060.6,"S AUR","Vis.","V",11.8
2445060.9,"S AUR","Vis.","V",11.8
2445064,"S AUR","Vis.","V",11.8
2445064.5,"S AUR","Vis.","V",11.4
2445068,"S AUR","Vis.","V",11.6
2445070.6,"S AUR","Vis.","V",11.6
2445071.6,"S AUR","Vis.","V",12
2445072.45,"S AUR","Vis.","V",10.9
2445073.3,"S AUR","Vis.","V",11.6
2445073.3,"S AUR","Vis.","V",11.8
2445073.6,"S AUR","Vis.","V",11.3
2445073.6,"S AUR","Vis.","V",11.5
2445073.7,"S AUR","Vis.","V",11.8
2445073.7,"S AUR","Vis.","V",12
2445075,"S AUR","Vis.","V",11.7
2445075.32,"S AUR","Vis.","V",12
2445075.5,"S AUR","Vis.","V",11.8
2445075.6,"S AUR","Vis.","V",11.7
2445075.66,"S AUR","Vis.","V",11.9
2445076.7,"S AUR","Vis.","V",11.8
2445077.6,"S AUR","Vis.","V",11.9
2445077.7,"S AUR","Vis.","V",12.1
2445077.7,"S AUR","Vis.","V",12.1
2445078,"S AUR","Vis.","V",11.8
2445080.2,"S AUR","Vis.","V",11.8
2445081.7,"S AUR","Vis.","V",11.8
2445082.6,"S AUR","Vis.","V",11.7
2445084.7,"S AUR","Vis.","V",12.1
2445084.7,"S AUR","Vis.","V",12
2445088.3,"S AUR","Vis.","V",11.3
2445097.5,"S AUR","Vis.","V",10.4
2445107.2,"S AUR","Vis.","V",12.2
2445182.9,"S AUR","Vis.","V",12.7
2445204,"S AUR","Vis.","V",12
2445207.8,"S AUR","Vis.","V",11.7
2445210.9,"S AUR","Vis.","V",12.4
2445228.9,"S AUR","Vis.","V",12.2
2445231.9,"S AUR","Vis.","V",12.4
2445239.6,"S AUR","Vis.","V",13.2
2445254.6,"S AUR","Vis.","V",12.6
2445256.9,"S AUR","Vis.","V",12.7
2445257.2,"S AUR","Vis.","V",13
2445260.5,"S AUR","Vis.","V",12.9
2445264.1,"S AUR","Vis.","V",12.8
2445264.8,"S AUR","Vis.","V",12.5
2445265.7,"S AUR","Vis.","V",13.1
2445265.8,"S AUR","Vis.","V",12.4
2445266.683,"S AUR","Vis.","V",13
2445269.9,"S AUR","Vis.","V",12.6
2445270.5,"S AUR","Vis.","V",12.7
2445273.8,"S AUR","Vis.","V",12.2
2445279.7,"S AUR","Vis.","V",12.6
2445280.5,"S AUR","Vis.","V",12.1
2445280.7,"S AUR","Vis.","V",12.7
2445283.4,"S AUR","Vis.","V",12.4
2445285.1,"S AUR","Vis.","V",12
2445285.5,"S AUR","Vis.","V",12.2
2445287.8,"S AUR","Vis.","V",12.1
2445287.8,"S AUR","Vis.","V",12.2
2445289.5,"S AUR","Vis.","V",12
2445289.7,"S AUR","Vis.","V",12.2
2445290.9,"S AUR","Vis.","V",12.1
2445291.7,"S AUR","Vis.","V",12.3
2445294.7,"S AUR","Vis.","V",11.8
2445294.7,"S AUR","Vis.","V",12.4
2445296.4,"S AUR","Vis.","V",12.5
2445298.4,"S AUR","Vis.","V",11.9
2445301,"S AUR","Vis.","V",12.4
2445301.8,"S AUR","Vis.","V",12.1
2445308.5,"S AUR","Vis.","V",12.7
2445310.4,"S AUR","Vis.","V",12.1
2445310.7,"S AUR","Vis.","V",12
2445310.8,"S AUR","Vis.","V",12.3
2445313.6,"S AUR","Vis.","V",11.1
2445315.7,"S AUR","Vis.","V",11.8
2445315.9,"S AUR","Vis.","V",11.5
2445316.6,"S AUR","Vis.","V",11.3
2445316.6,"S AUR","Vis.","V",11.7
2445316.6,"S AUR","Vis.","V",11.6
2445319.7,"S AUR","Vis.","V",12
2445319.9,"S AUR","Vis.","V",11.8
2445321.6,"S AUR","Vis.","V",11.7
2445321.7,"S AUR","Vis.","V",11.8
2445321.8,"S AUR","Vis.","V",12
2445322.4,"S AUR","Vis.","V",12.1
2445323.7,"S AUR","Vis.","V",11.7
2445335.5,"S AUR","Vis.","V",10.8
2445336.5,"S AUR","Vis.","V",10.8
2445336.7,"S AUR","Vis.","V",12
2445338,"S AUR","Vis.","V",11.1
2445339.2,"S AUR","Vis.","V",11.7
2445339.6,"S AUR","Vis.","V",11.7
2445339.6,"S AUR","Vis.","V",11.7
2445339.7,"S AUR","Vis.","V",12
2445341.7,"S AUR","Vis.","V",11.5
2445342.2,"S AUR","Vis.","V",11.6
2445342.6,"S AUR","Vis.","V",10.9
2445342.8,"S AUR","Vis.","V",11.6
2445343.6,"S AUR","Vis.","V",10.8
2445343.9,"S AUR","Vis.","V",12
2445344.4,"S AUR","Vis.","V",11.9
2445345.8,"S AUR","Vis.","V",11.9
2445347.7,"S AUR","Vis.","V",11.4
2445347.8,"S AUR","Vis.","V",12.2
2445348.5,"S AUR","Vis.","V",11
2445348.7,"S AUR","Vis.","V",11.9
2445348.8,"S AUR","Vis.","V",11.3
2445349.5,"S AUR","Vis.","V",11.5
2445349.8,"S AUR","Vis.","V",11.8
2445351.6,"S AUR","Vis.","V",10.8
2445352.9,"S AUR","Vis.","V",11.5
2445353.5,"S AUR","Vis.","V",10.9
2445354.4,"S AUR","Vis.","V",12
2445356.1,"S AUR","Vis.","V",11.1
2445356.5,"S AUR","Vis.","V",11.8
2445358.4,"S AUR","Vis.","V",11
2445359.6,"S AUR","Vis.","V",11
2445364.8,"S AUR","Vis.","V",11.4
2445368.7,"S AUR","Vis.","V",11.2
2445369.1,"S AUR","Vis.","V",11.1
2445369.3,"S AUR","Vis.","V",11.4
2445371.1,"S AUR","Vis.","V",11.5
2445371.6,"S AUR","Vis.","V",11
2445373.7,"S AUR","Vis.","V",11.7
2445374.7,"S AUR","Vis.","V",11.2
2445374.7,"S AUR","Vis.","V",11.5
2445375.6,"S AUR","Vis.","V",11.7
2445376.5,"S AUR","Vis.","V",11.5
2445377.7,"S AUR","Vis.","V",11.9
2445378.5,"S AUR","Vis.","V",11.7
2445378.5,"S AUR","Vis.","V",11.2
2445378.6,"S AUR","Vis.","V",11
2445378.6,"S AUR","Vis.","V",11
2445379.4,"S AUR","Vis.","V",11.8
2445379.6,"S AUR","Vis.","V",11.2
2445379.7,"S AUR","Vis.","V",11.7
2445380.5,"S AUR","Vis.","V",10.8
2445381.6,"S AUR","Vis.","V",10.9
2445383.4,"S AUR","Vis.","V",10.8
2445384.4,"S AUR","Vis.","V",11.1
2445385.6,"S AUR","Vis.","V",11
2445387.3,"S AUR","Vis.","V",11.1
2445389.6,"S AUR","Vis.","V",11.2
2445392,"S AUR","Vis.","V",11
2445392.6,"S AUR","Vis.","V",12
2445395.6,"S AUR","Vis.","V",11.7
2445397.3,"S AUR","Vis.","V",11
2445397.3,"S AUR","Vis.","V",11.1
2445397.6,"S AUR","Vis.","V",11.1
2445397.6,"S AUR","Vis.","V",11.4
2445397.6,"S AUR","Vis.","V",10.9
2445398.1,"S AUR","Vis.","V",11
2445399.6,"S AUR","Vis.","V",12.1
2445399.6,"S AUR","Vis.","V",11
2445400.6,"S AUR","Vis.","V",11.6
2445401.3,"S AUR","Vis.","V",11.2
2445401.6,"S AUR","Vis.","V",11.8
2445402,"S AUR","Vis.","V",10.9
2445405.4,"S AUR","Vis.","V",11.5
2445405.7,"S AUR","Vis.","V",11.6
2445406.3,"S AUR","Vis.","V",10.9
2445406.6,"S AUR","Vis.","V",11.2
2445406.7,"S AUR","Vis.","V",11
2445408.6,"S AUR","Vis.","V",11.6
2445409.4,"S AUR","Vis.","V",11.9
2445410.5,"S AUR","Vis.","V",11.4
2445410.7,"S AUR","Vis.","V",11.3
2445411.7,"S AUR","Vis.","V",11
2445412.7,"S AUR","Vis.","V",11.5
2445413.6,"S AUR","Vis.","V",10.8
2445422.3,"S AUR","Vis.","V",11
2445422.6,"S AUR","Vis.","V",11.6
2445422.6,"S AUR","Vis.","V",11.6
2445423.3,"S AUR","Vis.","V",10.9
2445425.7,"S AUR","Vis.","V",10.9
2445426.6,"S AUR","Vis.","V",10.7
2445428.4,"S AUR","Vis.","V",12
2445428.6,"S AUR","Vis.","V",10.8
2445429.7,"S AUR","Vis.","V",10.9
2445429.8,"S AUR","Vis.","V",10.9
2445430.6,"S AUR","Vis.","V",11.2
2445430.6,"S AUR","Vis.","V",11.8
2445431.3,"S AUR","Vis.","V",10.9
2445434.6,"S AUR","Vis.","V",11.7
2445436.6,"S AUR","Vis.","V",11.4
2445438.6,"S AUR","Vis.","V",10.7
2445447.5,"S AUR","Vis.","V",11
2445449.6,"S AUR","Vis.","V",10.9
2445449.6,"S AUR","Vis.","V",10.6
2445453.6,"S AUR","Vis.","V",11.5
2445455,"S AUR","Vis.","V",10.6
2445457,"S AUR","Vis.","V",10.9
2445460.3,"S AUR","Vis.","V",11.1
2445562,"S AUR","Vis.","V",10.5
2445562.9,"S AUR","Vis.","V",10.8
2445580.914,"S AUR","Vis.","V",10.4
2445581.5,"S AUR","Vis.","V",10.7
2445586.9,"S AUR","Vis.","V",10.7
2445592.9,"S AUR","Vis.","V",10.8
2445593.9,"S AUR","Vis.","V",10.6
2445608.5,"S AUR","Vis.","V",11
2445612.5,"S AUR","Vis.","V",10.4
2445612.8,"S AUR","Vis.","V",10.9
2445614.6,"S AUR","Vis.","V",10.4
2445618.6,"S AUR","Vis.","V",11.1
2445631.7,"S AUR","Vis.","V",10.7
2445632.1,"S AUR","Vis.","V",11.5
2445635.1,"S AUR","Vis.","V",10.9
2445635.7,"S AUR","Vis.","V",11.3
2445636.4,"S AUR","Vis.","V",11.4
2445636.5,"S AUR","Vis.","V",11.4
2445636.5,"S AUR","Vis.","V",11.2
2445637.1,"S AUR","Vis.","V",11.1
2445637.705,"S AUR","Vis.","V",11.5
2445637.9,"S AUR","Vis.","V",11.1
2445641.1,"S AUR","Vis.","V",10.9
2445641.9,"S AUR","Vis.","V",10.7
2445642.6,"S AUR","Vis.","V",11.6
2445642.9,"S AUR","Vis.","V",11.2
2445643.7,"S AUR","Vis.","V",10.6
2445643.777,"S AUR","Vis.","V",10.7
2445644.6,"S AUR","Vis.","V",11.2
2445644.8,"S AUR","Vis.","V",11.9
2445647.5,"S AUR","Vis.","V",11.3
2445650.706,"S AUR","Vis.","V",11.5
2445651.8,"S AUR","Vis.","V",11.4
2445653.8,"S AUR","Vis.","V",12
2445657.5,"S AUR","Vis.","V",11.7
2445660.6,"S AUR","Vis.","V",12.1
2445663.6,"S AUR","Vis.","V",10.7
2445664.6,"S AUR","Vis.","V",10.8
2445664.8,"S AUR","Vis.","V",12
2445667.8,"S AUR","Vis.","V",12.1
2445669.5,"S AUR","Vis.","V",11.9
2445670.5,"S AUR","Vis.","V",11.7
2445670.8,"S AUR","Vis.","V",11.8
2445672.3,"S AUR","Vis.","V",11.2
2445675.1,"S AUR","Vis.","V",11.5
2445675.7,"S AUR","Vis.","V",11.5
2445677.7,"S AUR","Vis.","V",11
2445679.7,"S AUR","Vis.","V",12
2445681.4,"S AUR","Vis.","V",12
2445692,"S AUR","Vis.","V",11.5
2445694.3,"S AUR","Vis.","V",11.9
2445694.3,"S AUR","Vis.","V",12
2445695,"S AUR","Vis.","V",11.9
2445695.5,"S AUR","Vis.","V",11.8
2445699.4,"S AUR","Vis.","V",12.1
2445699.7,"S AUR","Vis.","V",12.1
2445701.6,"S AUR","Vis.","V",12.2
2445703.3,"S AUR","Vis.","V",11.9
2445704.8,"S AUR","Vis.","V",11.8
2445705.7,"S AUR","Vis.","V",12.2
2445706.9,"S AUR","Vis.","V",12
2445707.6,"S AUR","Vis.","V",12.6
2445707.6,"S AUR","Vis.","V",11.5
2445708.7,"S AUR","Vis.","V",11.8
2445709.4,"S AUR","Vis.","V",12.1
2445710.649,"S AUR","Vis.","V",11.7
2445714.3,"S AUR","Vis.","V",12.3
2445714.5,"S AUR","Vis.","V",11.5
2445720.4,"S AUR","Vis.","V",12.4
2445721.3,"S AUR","Vis.","V",12.3
2445721.5,"S AUR","Vis.","V",11.8
2445721.9,"S AUR","Vis.","V",12.2
2445725.3,"S AUR","Vis.","V",12.2
2445725.6,"S AUR","Vis.","V",11.9
2445728.6,"S AUR","Vis.","V",11.7
2445728.7,"S AUR","Vis.","V",12.3
2445730.6,"S AUR","Vis.","V",12.5
2445732.1,"S AUR","Vis.","V",12
2445733.7,"S AUR","Vis.","V",12
2445734,"S AUR","Vis.","V",11.7
2445735.7,"S AUR","Vis.","V",11.8
2445736.4,"S AUR","Vis.","V",12.4
2445736.8,"S AUR","Vis.","V",12.2
2445738.587,"S AUR","Vis.","V",11.7
2445739.6,"S AUR","Vis.","V",11.8
2445740.4,"S AUR","Vis.","V",12
2445745.4,"S AUR","Vis.","V",11.9
2445748.4,"S AUR","Vis.","V",12.3
2445749,"S AUR","Vis.","V",12.1
2445749.3,"S AUR","Vis.","V",11.3
2445751.4,"S AUR","Vis.","V",11.9
2445751.7,"S AUR","Vis.","V",11.2
2445753.6,"S AUR","Vis.","V",12.5
2445753.7,"S AUR","Vis.","V",12.1
2445754.6,"S AUR","Vis.","V",12.1
2445757.6,"S AUR","Vis.","V",12.1
2445758.7,"S AUR","Vis.","V",12.2
2445760.5,"S AUR","Vis.","V",12.4
2445760.6,"S AUR","Vis.","V",12.2
2445761.1,"S AUR","Vis.","V",11.7
2445762.4,"S AUR","Vis.","V",12.1
2445763.5,"S AUR","Vis.","V",11.9
2445763.7,"S AUR","Vis.","V",12
2445764.3,"S AUR","Vis.","V",12.4
2445764.4,"S AUR","Vis.","V",12
2445766.5,"S AUR","Vis.","V",12
2445767.6,"S AUR","Vis.","V",12.2
2445768.3,"S AUR","Vis.","V",12.3
2445769.6,"S AUR","Vis.","V",12.1
2445771.3,"S AUR","Vis.","V",11.7
2445771.4,"S AUR","Vis.","V",11.9
2445779.3,"S AUR","Vis.","V",12.2
2445779.7,"S AUR","Vis.","V",12.3
2445779.7,"S AUR","Vis.","V",12.1
2445780.4,"S AUR","Vis.","V",12.1
2445782.6,"S AUR","Vis.","V",12.1
2445783.7,"S AUR","Vis.","V",11.8
2445785.4,"S AUR","Vis.","V",12.2
2445786,"S AUR","Vis.","V",12
2445786.5,"S AUR","Vis.","V",12.1
2445788.7,"S AUR","Vis.","V",12
2445789.6,"S AUR","Vis.","V",12
2445789.7,"S AUR","Vis.","V",12.4
2445790.3,"S AUR","Vis.","V",11.5
2445791.6,"S AUR","Vis.","V",12.4
2445791.6,"S AUR","Vis.","V",12.2
2445791.6,"S AUR","Vis.","V",12.5
2445791.6,"S AUR","Vis.","V",12
2445791.7,"S AUR","Vis.","V",12.3
2445793.6,"S AUR","Vis.","V",12.1
2445795.6,"S AUR","Vis.","V",11.4
2445799,"S AUR","Vis.","V",11
2445808.3,"S AUR","Vis.","V",11.8
2445809.3,"S AUR","Vis.","V",11.5
2445809.6,"S AUR","Vis.","V",11.8
2445811.8,"S AUR","Vis.","V",11.8
2445813.7,"S AUR","Vis.","V",11.8
2445815.3,"S AUR","Vis.","V",11.8
2445821.7,"S AUR","Vis.","V",10.9
2445827.7,"S AUR","Vis.","V",11.8
2445838.6,"S AUR","Vis.","V",11.6
2445910.7,"S AUR","Vis.","V",11.8
2445910.9,"S AUR","Vis.","V",11
2445912.6,"S AUR","Vis.","V",10.6
2445938.9,"S AUR","Vis.","V",11.5
2445941.9,"S AUR","Vis.","V",11.5
2445944.7,"S AUR","Vis.","V",10.8
2445952.9,"S AUR","Vis.","V",11.6
2445953.9,"S AUR","Vis.","V",11.6
2445960.9,"S AUR","Vis.","V",11.5
2445973.9,"S AUR","Vis.","V",11.5
2445973.926,"S AUR","Vis.","V",11.8
2445975.9,"S AUR","Vis.","V",11.1
2445976.5,"S AUR","Vis.","V",11.2
2445979.9,"S AUR","Vis.","V",11.9
2445980.7,"S AUR","Vis.","V",11.7
2445980.7,"S AUR","Vis.","V",11.7
2445989.5,"S AUR","Vis.","V",10.9
2445993.7,"S AUR","Vis.","V",12
2445996.1,"S AUR","Vis.","V",11.8
2445999,"S AUR","Vis.","V",11.9
2446001.6,"S AUR","Vis.","V",11.4
2446002.7,"S AUR","Vis.","V",11.4
2446005.5,"S AUR","Vis.","V",10.9
2446007.7,"S AUR","Vis.","V",11.7
2446008,"S AUR","Vis.","V",11.5
2446012.6,"S AUR","Vis.","V",11.8
2446017.6,"S AUR","Vis.","V",11
2446020.7,"S AUR","Vis.","V",10.9
2446026.6,"S AUR","Vis.","V",10.6
2446027.1,"S AUR","Vis.","V",11
2446032.5,"S AUR","Vis.","V",10.1
2446037,"S AUR","Vis.","V",10.9
2446037.7,"S AUR","Vis.","V",10.5
2446037.7,"S AUR","Vis.","V",12
2446039.7,"S AUR","Vis.","V",10.9
2446048.7,"S AUR","Vis.","V",10.9
2446050,"S AUR","Vis.","V",10.6
2446050.5,"S AUR","Vis.","V",11.2
2446050.6,"S AUR","Vis.","V",10.9
2446050.7,"S AUR","Vis.","V",10.7
2446051.7,"S AUR","Vis.","V",11.3
2446053.4,"S AUR","Vis.","V",10.9
2446055.4,"S AUR","Vis.","V",10.3
2446055.6,"S AUR","Vis.","V",11.5
2446056.4,"S AUR","Vis.","V",11
2446060.5,"S AUR","Vis.","V",11
2446065.8,"S AUR","Vis.","V",11.4
2446066.6,"S AUR","Vis.","V",10.8
2446067.5,"S AUR","Vis.","V",10.2
2446067.7,"S AUR","Vis.","V",10.5
2446078.3,"S AUR","Vis.","V",10.8
2446079.7,"S AUR","Vis.","V",10.2
2446081,"S AUR","Vis.","V",10.1
2446081.5,"S AUR","Vis.","V",11.2
2446084,"S AUR","Vis.","V",10.3
2446085.5,"S AUR","Vis.","V",10.4
2446088.32,"S AUR","Vis.","V",11.4
2446088.7,"S AUR","Vis.","Z",9.4
2446089.4,"S AUR","Vis.","V",10.9
2446090.6,"S AUR","Vis.","V",10.9
2446092.4,"S AUR","Vis.","V",10.4
2446094.29,"S AUR","Vis.","V",10.9
2446106.4,"S AUR","Vis.","V",10.8
2446107.6,"S AUR","Vis.","V",10.8
2446107.6,"S AUR","Vis.","V",10
2446108.29,"S AUR","Vis.","V",10.6
2446109.8,"S AUR","Vis.","V",10.4
2446112.3,"S AUR","Vis.","V",11.2
2446113.1,"S AUR","Vis.","V",10
2446113.4,"S AUR","Vis.","V",10.6
2446114.6,"S AUR","Vis.","V",10.9
2446115.4,"S AUR","Vis.","V",10.8
2446115.5,"S AUR","Vis.","V",10.2
2446115.6,"S AUR","Vis.","V",10.5
2446115.7,"S AUR","Vis.","Z",9.5
2446116.5,"S AUR","Vis.","V",11
2446116.5,"S AUR","Vis.","V",11
2446116.6,"S AUR","Vis.","V",10.5
2446119.1,"S AUR","Vis.","V",10.2
2446120.6,"S AUR","Vis.","V",10.5
2446131.6,"S AUR","Vis.","V",10.5
2446133.6,"S AUR","Vis.","V",10.7
2446133.7,"S AUR","Vis.","V",10.2
2446134.5,"S AUR","Vis.","V",11.4
2446134.6,"S AUR","Vis.","V",10.2
2446134.7,"S AUR","Vis.","V",10.7
2446135.5,"S AUR","Vis.","V",11
2446135.6,"S AUR","Vis.","V",10.3
2446135.6,"S AUR","Vis.","V",10.5
2446137.6,"S AUR","Vis.","V",10.3
2446139.3,"S AUR","Vis.","V",10.4
2446139.4,"S AUR","Vis.","V",9.9
2446139.5,"S AUR","Vis.","Z",9.4
2446139.6,"S AUR","Vis.","V",11
2446140.3,"S AUR","Vis.","V",10.7
2446140.5,"S AUR","Vis.","V",10.9
2446142.5,"S AUR","Vis.","V",10.7
2446142.7,"S AUR","Vis.","V",10.7
2446142.7,"S AUR","Vis.","V",10.6
2446143.7,"S AUR","Vis.","V",10.5
2446146.6,"S AUR","Vis.","V",10.9
2446147.6,"S AUR","Vis.","V",10.7
2446147.6,"S AUR","Vis.","V",10.8
2446149,"S AUR","Vis.","V",10.4
2446149.33,"S AUR","Vis.","V",10.5
2446150.5,"S AUR","Vis.","V",10.9
2446155.6,"S AUR","Vis.","V",11
2446157.4,"S AUR","Vis.","V",10.4
2446157.6,"S AUR","Vis.","V",9.7
2446161.6,"S AUR","Vis.","V",10.9
2446163.4,"S AUR","Vis.","V",10.2
2446164.3,"S AUR","Vis.","V",10.8
2446165.5,"S AUR","Vis.","V",10.8
2446165.6,"S AUR","Vis.","V",10.6
2446166.1,"S AUR","Vis.","V",10.7
2446167.6,"S AUR","Vis.","V",11.1
2446168.6,"S AUR","Vis.","V",10
2446168.6,"S AUR","Vis.","V",11
2446170.6,"S AUR","Vis.","V",11
2446170.7,"S AUR","Vis.","V",10.6
2446172.6,"S AUR","Vis.","V",9.7
2446173.4,"S AUR","Vis.","V",10.6
2446173.6,"S AUR","Vis.","V",10.6
2446175.9,"S AUR","Vis.","V",10.1
2446176.6,"S AUR","Vis.","V",10.3
2446182.6,"S AUR","Vis.","V",10
2446183.1,"S AUR","Vis.","V",10.6
2446185.6,"S AUR","Vis.","V",10.8
2446185.6,"S AUR","Vis.","V",10.8
2446194.5,"S AUR","Vis.","V",10.9
2446194.6,"S AUR","Vis.","V",11.1
